2018-03-17 21:51:37,130 INFO     EPOCH 19 ..............................................
2018-03-17 21:51:37,132 INFO     Training loss = 0.01193, Training acc = 0.99951, Training precision =0.88919, Training recall = 0.82045
2018-03-17 21:51:37,132 INFO     Validation loss = 0.01329, Validation acc = 0.99938, Validation precision =0.80435, Validation recall = 0.84091
2018-03-17 21:51:53,814 INFO     EPOCH 39 ..............................................
2018-03-17 21:51:53,814 INFO     Training loss = 0.0075, Training acc = 0.99959, Training precision =0.88279, Training recall = 0.88279
2018-03-17 21:51:53,814 INFO     Validation loss = 0.01118, Validation acc = 0.99949, Validation precision =0.86047, Validation recall = 0.84091
2018-03-17 21:52:10,206 INFO     EPOCH 59 ..............................................
2018-03-17 21:52:10,206 INFO     Training loss = 0.0042, Training acc = 0.99945, Training precision =0.88483, Training recall = 0.78554
2018-03-17 21:52:10,206 INFO     Validation loss = 0.00853, Validation acc = 0.99941, Validation precision =0.89189, Validation recall = 0.75
2018-03-17 21:52:26,421 INFO     EPOCH 79 ..............................................
2018-03-17 21:52:26,421 INFO     Training loss = 0.00248, Training acc = 0.99941, Training precision =0.93729, Training recall = 0.70823
2018-03-17 21:52:26,421 INFO     Validation loss = 0.00876, Validation acc = 0.99945, Validation precision =0.91667, Validation recall = 0.75
2018-03-17 21:52:42,612 INFO     EPOCH 99 ..............................................
2018-03-17 21:52:42,612 INFO     Training loss = 0.00263, Training acc = 0.99945, Training precision =0.94754, Training recall = 0.7207
2018-03-17 21:52:42,612 INFO     Validation loss = 0.01132, Validation acc = 0.99934, Validation precision =0.90909, Validation recall = 0.68182
2018-03-17 21:52:58,849 INFO     EPOCH 119 ..............................................
2018-03-17 21:52:58,849 INFO     Training loss = 0.00228, Training acc = 0.99933, Training precision =0.95572, Training recall = 0.64589
2018-03-17 21:52:58,850 INFO     Validation loss = 0.00964, Validation acc = 0.9993, Validation precision =0.96429, Validation recall = 0.61364
2018-03-17 21:53:14,573 INFO     EPOCH 139 ..............................................
2018-03-17 21:53:14,573 INFO     Training loss = 0.00299, Training acc = 0.99826, Training precision =0.0, Training recall = 0.0
2018-03-17 21:53:14,573 INFO     Validation loss = 0.01587, Validation acc = 0.99828, Validation precision =0.0, Validation recall = 0.0
2018-03-17 21:53:30,497 INFO     EPOCH 159 ..............................................
2018-03-17 21:53:30,497 INFO     Training loss = 0.00119, Training acc = 0.99826, Training precision =0.0, Training recall = 0.0
2018-03-17 21:53:30,497 INFO     Validation loss = 0.01187, Validation acc = 0.99828, Validation precision =0.0, Validation recall = 0.0
2018-03-17 21:53:46,600 INFO     EPOCH 179 ..............................................
2018-03-17 21:53:46,601 INFO     Training loss = 0.00172, Training acc = 0.99826, Training precision =0.0, Training recall = 0.0
2018-03-17 21:53:46,601 INFO     Validation loss = 0.01395, Validation acc = 0.99828, Validation precision =0.0, Validation recall = 0.0
2018-03-17 21:54:02,557 INFO     EPOCH 199 ..............................................
2018-03-17 21:54:02,557 INFO     Training loss = 0.00103, Training acc = 0.99826, Training precision =0.0, Training recall = 0.0
2018-03-17 21:54:02,558 INFO     Validation loss = 0.01259, Validation acc = 0.99828, Validation precision =0.0, Validation recall = 0.0
2018-03-17 21:54:18,233 INFO     EPOCH 219 ..............................................
2018-03-17 21:54:18,233 INFO     Training loss = 0.00079, Training acc = 0.99935, Training precision =0.98462, Training recall = 0.6384
2018-03-17 21:54:18,233 INFO     Validation loss = 0.01263, Validation acc = 0.99922, Validation precision =0.9, Validation recall = 0.61364
2018-03-17 21:54:33,869 INFO     EPOCH 239 ..............................................
2018-03-17 21:54:33,869 INFO     Training loss = 0.00077, Training acc = 0.99957, Training precision =0.97179, Training recall = 0.77307
2018-03-17 21:54:33,869 INFO     Validation loss = 0.01297, Validation acc = 0.99941, Validation precision =0.91429, Validation recall = 0.72727
2018-03-17 21:54:49,023 INFO     EPOCH 259 ..............................................
2018-03-17 21:54:49,023 INFO     Training loss = 0.00087, Training acc = 0.99958, Training precision =0.9633, Training recall = 0.78554
